日付,カテゴリ,売上金額,注文件数,客単価
2024-07-24,ファッション,169415,35,4840
2024-07-24,食品,133791,31,4315
2024-07-24,家電,120670,27,4469
2024-07-24,美容・コスメ,99617,28,3557
2024-07-24,日用品,70449,9,7827
2024-07-25,ファッション,154801,19,8147
2024-07-25,食品,125158,16,7822
2024-07-25,家電,106848,23,4645
2024-07-25,美容・コスメ,65445,14,4674
2024-07-25,日用品,48674,13,3744
2024-07-26,ファッション,147372,28,5263
2024-07-26,食品,151642,40,3791
2024-07-26,家電,75173,12,6264
2024-07-26,美容・コスメ,65873,18,3659
2024-07-26,日用品,51527,6,8587
2024-07-27,ファッション,299604,62,4832
2024-07-27,食品,183094,32,5721
2024-07-27,家電,138925,21,6615
2024-07-27,美容・コスメ,112733,26,4335
2024-07-27,日用品,60563,11,5505
2024-07-28,ファッション,310078,53,5850
2024-07-28,食品,200833,25,8033
2024-07-28,家電,100234,15,6682
2024-07-28,美容・コスメ,115593,14,8256
2024-07-28,日用品,108112,16,6757
2024-07-29,ファッション,163479,23,7107
2024-07-29,食品,98431,14,7030
2024-07-29,家電,120374,24,5015
2024-07-29,美容・コスメ,86809,16,5425
2024-07-29,日用品,61995,13,4768
2024-07-30,ファッション,223586,29,7709
2024-07-30,食品,162861,42,3877
2024-07-30,家電,118320,17,6960
2024-07-30,美容・コスメ,68562,20,3428
2024-07-30,日用品,55435,7,7919
2024-07-31,ファッション,208638,31,6730
2024-07-31,食品,110032,16,6877
2024-07-31,家電,69249,14,4946
2024-07-31,美容・コスメ,86622,23,3766
2024-07-31,日用品,76880,18,4271
2024-08-01,ファッション,120487,23,5238
2024-08-01,食品,77841,22,3538
2024-08-01,家電,39200,5,7840
2024-08-01,美容・コスメ,39641,5,7928
2024-08-01,日用品,47825,11,4347
2024-08-02,ファッション,94844,15,6322
2024-08-02,食品,94154,12,7846
2024-08-02,家電,55295,7,7899
2024-08-02,美容・コスメ,35946,4,8986
2024-08-02,日用品,47052,12,3921
2024-08-03,ファッション,126247,36,3506
2024-08-03,食品,82574,11,7506
2024-08-03,家電,66520,19,3501
2024-08-03,美容・コスメ,54139,6,9023
2024-08-03,日用品,51562,10,5156
2024-08-04,ファッション,114804,14,8200
2024-08-04,食品,114099,25,4563
2024-08-04,家電,53248,16,3328
2024-08-04,美容・コスメ,46179,7,6597
2024-08-04,日用品,60147,10,6014
2024-08-05,ファッション,133116,25,5324
2024-08-05,食品,82811,12,6900
2024-08-05,家電,44401,9,4933
2024-08-05,美容・コスメ,49789,14,3556
2024-08-05,日用品,33742,5,6748
2024-08-06,ファッション,143269,26,5510
2024-08-06,食品,87557,16,5472
2024-08-06,家電,65016,10,6501
2024-08-06,美容・コスメ,56670,11,5151
2024-08-06,日用品,39103,6,6517
2024-08-07,ファッション,104927,28,3747
2024-08-07,食品,55651,18,3091
2024-08-07,家電,67571,16,4223
2024-08-07,美容・コスメ,38037,5,7607
2024-08-07,日用品,32825,5,6565
2024-08-08,ファッション,88044,11,8004
2024-08-08,食品,89125,12,7427
2024-08-08,家電,52112,7,7444
2024-08-08,美容・コスメ,36170,11,3288
2024-08-08,日用品,26201,4,6550
2024-08-09,ファッション,107445,19,5655
2024-08-09,食品,51849,10,5184
2024-08-09,家電,62422,11,5674
2024-08-09,美容・コスメ,52409,12,4367
2024-08-09,日用品,43714,7,6244
2024-08-10,ファッション,118613,28,4236
2024-08-10,食品,103029,14,7359
2024-08-10,家電,68127,15,4541
2024-08-10,美容・コスメ,72968,11,6633
2024-08-10,日用品,46349,8,5793
2024-08-11,ファッション,118052,19,6213
2024-08-11,食品,87570,10,8757
2024-08-11,家電,70906,13,5454
2024-08-11,美容・コスメ,62162,8,7770
2024-08-11,日用品,56474,10,5647
2024-08-12,ファッション,124886,21,5946
2024-08-12,食品,73262,18,4070
2024-08-12,家電,54005,12,4500
2024-08-12,美容・コスメ,57449,12,4787
2024-08-12,日用品,46785,8,5848
2024-08-13,ファッション,119113,20,5955
2024-08-13,食品,57233,11,5203
2024-08-13,家電,41923,6,6987
2024-08-13,美容・コスメ,44533,6,7422
2024-08-13,日用品,30627,8,3828
2024-08-14,ファッション,104195,13,8015
2024-08-14,食品,82892,16,5180
2024-08-14,家電,55772,16,3485
2024-08-14,美容・コスメ,59374,9,6597
2024-08-14,日用品,32061,5,6412
2024-08-15,ファッション,84532,10,8453
2024-08-15,食品,59238,9,6582
2024-08-15,家電,46769,7,6681
2024-08-15,美容・コスメ,53640,8,6705
2024-08-15,日用品,39328,5,7865
2024-08-16,ファッション,82488,17,4852
2024-08-16,食品,62484,7,8926
2024-08-16,家電,51536,7,7362
2024-08-16,美容・コスメ,51098,12,4258
2024-08-16,日用品,31037,7,4433
2024-08-17,ファッション,135866,32,4245
2024-08-17,食品,68104,9,7567
2024-08-17,家電,91807,19,4831
2024-08-17,美容・コスメ,54005,17,3176
2024-08-17,日用品,53013,7,7573
2024-08-18,ファッション,113088,29,3899
2024-08-18,食品,112333,18,6240
2024-08-18,家電,52163,8,6520
2024-08-18,美容・コスメ,52943,10,5294
2024-08-18,日用品,55582,7,7940
2024-08-19,ファッション,103799,13,7984
2024-08-19,食品,69469,10,6946
2024-08-19,家電,54666,7,7809
2024-08-19,美容・コスメ,57254,16,3578
2024-08-19,日用品,46437,6,7739
2024-08-20,ファッション,129696,32,4053
2024-08-20,食品,87074,12,7256
2024-08-20,家電,48216,6,8036
2024-08-20,美容・コスメ,33576,8,4197
2024-08-20,日用品,37629,6,6271
2024-08-21,ファッション,120014,38,3158
2024-08-21,食品,93929,29,3238
2024-08-21,家電,43378,14,3098
2024-08-21,美容・コスメ,47845,6,7974
2024-08-21,日用品,40464,5,8092
2024-08-22,ファッション,78159,13,6012
2024-08-22,食品,71814,13,5524
2024-08-22,家電,41031,6,6838
2024-08-22,美容・コスメ,46088,6,7681
2024-08-22,日用品,36475,9,4052
2024-08-23,ファッション,120220,31,3878
2024-08-23,食品,90044,14,6431
2024-08-23,家電,43846,5,8769
2024-08-23,美容・コスメ,46506,13,3577
2024-08-23,日用品,39600,9,4400
2024-08-24,ファッション,169671,23,7377
2024-08-24,食品,123175,22,5598
2024-08-24,家電,69820,10,6982
2024-08-24,美容・コスメ,46613,8,5826
2024-08-24,日用品,49167,14,3511
2024-08-25,ファッション,136457,18,7580
2024-08-25,食品,116126,33,3518
2024-08-25,家電,54138,12,4511
2024-08-25,美容・コスメ,73246,20,3662
2024-08-25,日用品,54154,15,3610
2024-08-26,ファッション,118556,24,4939
2024-08-26,食品,86358,20,4317
2024-08-26,家電,59810,14,4272
2024-08-26,美容・コスメ,51897,7,7413
2024-08-26,日用品,28559,3,9519
2024-08-27,ファッション,116598,32,3643
2024-08-27,食品,70400,18,3911
2024-08-27,家電,61835,9,6870
2024-08-27,美容・コスメ,35119,6,5853
2024-08-27,日用品,43746,5,8749
2024-08-28,ファッション,111295,14,7949
2024-08-28,食品,75176,15,5011
2024-08-28,家電,66732,12,5561
2024-08-28,美容・コスメ,45224,8,5653
2024-08-28,日用品,44457,6,7409
2024-08-29,ファッション,104009,22,4727
2024-08-29,食品,73243,12,6103
2024-08-29,家電,46533,6,7755
2024-08-29,美容・コスメ,45626,9,5069
2024-08-29,日用品,28118,6,4686
2024-08-30,ファッション,140160,30,4672
2024-08-30,食品,58976,11,5361
2024-08-30,家電,48810,15,3254
2024-08-30,美容・コスメ,41118,7,5874
2024-08-30,日用品,37941,7,5420
2024-08-31,ファッション,138982,17,8175
2024-08-31,食品,88638,20,4431
2024-08-31,家電,60714,11,5519
2024-08-31,美容・コスメ,69111,17,4065
2024-08-31,日用品,53847,17,3167
2024-09-01,ファッション,170673,24,7111
2024-09-01,食品,108027,18,6001
2024-09-01,家電,73821,11,6711
2024-09-01,美容・コスメ,54669,7,7809
2024-09-01,日用品,48971,6,8161
2024-09-02,ファッション,125789,19,6620
2024-09-02,食品,82021,10,8202
2024-09-02,家電,53542,13,4118
2024-09-02,美容・コスメ,57259,16,3578
2024-09-02,日用品,37609,4,9402
2024-09-03,ファッション,177453,36,4929
2024-09-03,食品,115365,20,5768
2024-09-03,家電,59467,9,6607
2024-09-03,美容・コスメ,62982,7,8997
2024-09-03,日用品,39515,6,6585
2024-09-04,ファッション,100907,28,3603
2024-09-04,食品,64616,8,8077
2024-09-04,家電,81514,11,7410
2024-09-04,美容・コスメ,57835,12,4819
2024-09-04,日用品,36374,8,4546
2024-09-05,ファッション,127730,18,7096
2024-09-05,食品,94189,27,3488
2024-09-05,家電,49046,13,3772
2024-09-05,美容・コスメ,54412,7,7773
2024-09-05,日用品,49792,7,7113
2024-09-06,ファッション,135215,28,4829
2024-09-06,食品,70383,9,7820
2024-09-06,家電,80722,21,3843
2024-09-06,美容・コスメ,57922,10,5792
2024-09-06,日用品,49452,6,8242
2024-09-07,ファッション,187986,32,5874
2024-09-07,食品,87331,26,3358
2024-09-07,家電,72873,23,3168
2024-09-07,美容・コスメ,85664,12,7138
2024-09-07,日用品,46741,6,7790
2024-09-08,ファッション,142241,31,4588
2024-09-08,食品,101586,20,5079
2024-09-08,家電,76496,14,5464
2024-09-08,美容・コスメ,70597,8,8824
2024-09-08,日用品,43866,11,3987
2024-09-09,ファッション,100973,16,6310
2024-09-09,食品,67408,9,7489
2024-09-09,家電,69494,12,5791
2024-09-09,美容・コスメ,59625,15,3975
2024-09-09,日用品,37656,8,4707
2024-09-10,ファッション,145741,35,4164
2024-09-10,食品,70821,9,7869
2024-09-10,家電,49210,7,7030
2024-09-10,美容・コスメ,67437,15,4495
2024-09-10,日用品,35943,9,3993
2024-09-11,ファッション,154347,24,6431
2024-09-11,食品,107607,13,8277
2024-09-11,家電,76945,20,3847
2024-09-11,美容・コスメ,48648,6,8108
2024-09-11,日用品,37976,11,3452
2024-09-12,ファッション,154831,30,5161
2024-09-12,食品,115186,18,6399
2024-09-12,家電,52043,6,8673
2024-09-12,美容・コスメ,49170,10,4917
2024-09-12,日用品,43302,13,3330
2024-09-13,ファッション,137711,38,3623
2024-09-13,食品,86533,18,4807
2024-09-13,家電,80295,11,7299
2024-09-13,美容・コスメ,45542,9,5060
2024-09-13,日用品,42504,11,3864
2024-09-14,ファッション,211525,32,6610
2024-09-14,食品,97381,20,4869
2024-09-14,家電,68484,11,6225
2024-09-14,美容・コスメ,57768,7,8252
2024-09-14,日用品,69870,14,4990
2024-09-15,ファッション,187856,24,7827
2024-09-15,食品,123482,31,3983
2024-09-15,家電,83171,11,7561
2024-09-15,美容・コスメ,81217,12,6768
2024-09-15,日用品,72961,9,8106
2024-09-16,ファッション,172758,49,3525
2024-09-16,食品,94435,14,6745
2024-09-16,家電,79636,13,6125
2024-09-16,美容・コスメ,46004,6,7667
2024-09-16,日用品,52075,15,3471
2024-09-17,ファッション,135003,34,3970
2024-09-17,食品,83028,26,3193
2024-09-17,家電,64873,11,5897
2024-09-17,美容・コスメ,61625,9,6847
2024-09-17,日用品,55281,13,4252
2024-09-18,ファッション,106575,14,7612
2024-09-18,食品,73045,9,8116
2024-09-18,家電,83181,15,5545
2024-09-18,美容・コスメ,74109,21,3529
2024-09-18,日用品,40564,6,6760
2024-09-19,ファッション,125580,16,7848
2024-09-19,食品,68022,11,6183
2024-09-19,家電,72761,11,6614
2024-09-19,美容・コスメ,49070,10,4907
2024-09-19,日用品,55485,13,4268
2024-09-20,ファッション,165064,28,5895
2024-09-20,食品,106472,16,6654
2024-09-20,家電,56890,9,6321
2024-09-20,美容・コスメ,70186,13,5398
2024-09-20,日用品,58877,11,5352
2024-09-21,ファッション,140949,28,5033
2024-09-21,食品,152014,33,4606
2024-09-21,家電,109511,14,7822
2024-09-21,美容・コスメ,68030,19,3580
2024-09-21,日用品,67857,14,4846
2024-09-22,ファッション,209853,40,5246
2024-09-22,食品,118542,17,6973
2024-09-22,家電,83368,15,5557
2024-09-22,美容・コスメ,69197,14,4942
2024-09-22,日用品,60730,8,7591
2024-09-23,ファッション,126554,22,5752
2024-09-23,食品,101424,23,4409
2024-09-23,家電,59789,7,8541
2024-09-23,美容・コスメ,65211,11,5928
2024-09-23,日用品,50077,15,3338
2024-09-24,ファッション,147778,26,5683
2024-09-24,食品,94525,19,4975
2024-09-24,家電,51673,13,3974
2024-09-24,美容・コスメ,73050,14,5217
2024-09-24,日用品,45080,13,3467
2024-09-25,ファッション,99710,15,6647
2024-09-25,食品,94102,16,5881
2024-09-25,家電,58365,8,7295
2024-09-25,美容・コスメ,46054,11,4186
2024-09-25,日用品,44915,10,4491
2024-09-26,ファッション,117089,18,6504
2024-09-26,食品,100333,14,7166
2024-09-26,家電,65593,19,3452
2024-09-26,美容・コスメ,49691,6,8281
2024-09-26,日用品,48656,7,6950
2024-09-27,ファッション,97209,17,5718
2024-09-27,食品,66471,11,6042
2024-09-27,家電,86419,11,7856
2024-09-27,美容・コスメ,58899,11,5354
2024-09-27,日用品,58282,9,6475
2024-09-28,ファッション,132565,24,5523
2024-09-28,食品,100959,18,5608
2024-09-28,家電,87303,14,6235
2024-09-28,美容・コスメ,68326,17,4019
2024-09-28,日用品,59933,8,7491
2024-09-29,ファッション,197054,41,4806
2024-09-29,食品,150853,19,7939
2024-09-29,家電,74057,23,3219
2024-09-29,美容・コスメ,85572,11,7779
2024-09-29,日用品,76586,10,7658
2024-09-30,ファッション,146324,25,5852
2024-09-30,食品,65936,15,4395
2024-09-30,家電,67328,10,6732
2024-09-30,美容・コスメ,59475,8,7434
2024-09-30,日用品,39921,6,6653
2024-10-01,ファッション,103898,20,5194
2024-10-01,食品,105808,16,6613
2024-10-01,家電,89312,20,4465
2024-10-01,美容・コスメ,57437,12,4786
2024-10-01,日用品,44360,6,7393
2024-10-02,ファッション,153252,20,7662
2024-10-02,食品,75633,10,7563
2024-10-02,家電,50774,6,8462
2024-10-02,美容・コスメ,51603,11,4691
2024-10-02,日用品,46333,6,7722
2024-10-03,ファッション,100556,21,4788
2024-10-03,食品,111682,22,5076
2024-10-03,家電,56545,11,5140
2024-10-03,美容・コスメ,53551,7,7650
2024-10-03,日用品,53229,9,5914
2024-10-04,ファッション,178437,33,5407
2024-10-04,食品,67614,15,4507
2024-10-04,家電,66353,17,3903
2024-10-04,美容・コスメ,72940,10,7294
2024-10-04,日用品,39604,6,6600
2024-10-05,ファッション,203236,26,7816
2024-10-05,食品,146986,26,5653
2024-10-05,家電,104481,17,6145
2024-10-05,美容・コスメ,77113,21,3672
2024-10-05,日用品,46385,8,5798
2024-10-06,ファッション,154520,49,3153
2024-10-06,食品,135590,42,3228
2024-10-06,家電,94827,16,5926
2024-10-06,美容・コスメ,95776,17,5633
2024-10-06,日用品,44142,7,6306
2024-10-07,ファッション,166242,20,8312
2024-10-07,食品,88154,19,4639
2024-10-07,家電,85835,21,4087
2024-10-07,美容・コスメ,61482,12,5123
2024-10-07,日用品,33333,7,4761
2024-10-08,ファッション,118560,18,6586
2024-10-08,食品,116773,26,4491
2024-10-08,家電,81894,24,3412
2024-10-08,美容・コスメ,58815,17,3459
2024-10-08,日用品,57979,8,7247
2024-10-09,ファッション,151078,21,7194
2024-10-09,食品,100143,12,8345
2024-10-09,家電,77857,10,7785
2024-10-09,美容・コスメ,58091,16,3630
2024-10-09,日用品,46777,12,3898
2024-10-10,ファッション,145658,26,5602
2024-10-10,食品,98766,32,3086
2024-10-10,家電,56366,10,5636
2024-10-10,美容・コスメ,73042,14,5217
2024-10-10,日用品,43912,6,7318
2024-10-11,ファッション,146594,32,4581
2024-10-11,食品,87077,21,4146
2024-10-11,家電,88293,24,3678
2024-10-11,美容・コスメ,53078,16,3317
2024-10-11,日用品,38321,5,7664
2024-10-12,ファッション,147234,43,3424
2024-10-12,食品,117766,38,3099
2024-10-12,家電,67352,9,7483
2024-10-12,美容・コスメ,86925,11,7902
2024-10-12,日用品,72520,11,6592
2024-10-13,ファッション,131213,18,7289
2024-10-13,食品,144393,20,7219
2024-10-13,家電,90156,21,4293
2024-10-13,美容・コスメ,90238,13,6941
2024-10-13,日用品,77049,20,3852
2024-10-14,ファッション,115285,28,4117
2024-10-14,食品,108148,27,4005
2024-10-14,家電,51059,6,8509
2024-10-14,美容・コスメ,41106,5,8221
2024-10-14,日用品,42284,5,8456
2024-10-15,ファッション,142522,18,7917
2024-10-15,食品,115525,37,3122
2024-10-15,家電,51422,12,4285
2024-10-15,美容・コスメ,63341,8,7917
2024-10-15,日用品,44894,7,6413
2024-10-16,ファッション,112207,15,7480
2024-10-16,食品,117796,27,4362
2024-10-16,家電,68785,20,3439
2024-10-16,美容・コスメ,59540,10,5954
2024-10-16,日用品,36186,6,6031
2024-10-17,ファッション,124263,22,5648
2024-10-17,食品,96728,31,3120
2024-10-17,家電,79805,12,6650
2024-10-17,美容・コスメ,52886,16,3305
2024-10-17,日用品,53036,6,8839
2024-10-18,ファッション,116484,25,4659
2024-10-18,食品,74546,12,6212
2024-10-18,家電,54710,11,4973
2024-10-18,美容・コスメ,64296,11,5845
2024-10-18,日用品,42866,8,5358
2024-10-19,ファッション,186085,61,3050
2024-10-19,食品,89353,12,7446
2024-10-19,家電,66981,10,6698
2024-10-19,美容・コスメ,93588,21,4456
2024-10-19,日用品,55153,9,6128
2024-10-20,ファッション,220487,28,7874
2024-10-20,食品,136791,39,3507
2024-10-20,家電,98803,19,5200
2024-10-20,美容・コスメ,73435,22,3337
2024-10-20,日用品,48715,7,6959
2024-10-21,ファッション,134187,29,4627
2024-10-21,食品,85597,11,7781
2024-10-21,家電,79308,18,4406
2024-10-21,美容・コスメ,44303,10,4430
2024-10-21,日用品,57612,9,6401
2024-10-22,ファッション,140772,23,6120
2024-10-22,食品,84604,12,7050
2024-10-22,家電,69964,19,3682
2024-10-22,美容・コスメ,44702,7,6386
2024-10-22,日用品,58049,12,4837
2024-10-23,ファッション,168598,24,7024
2024-10-23,食品,78079,24,3253
2024-10-23,家電,52516,7,7502
2024-10-23,美容・コスメ,47138,9,5237
2024-10-23,日用品,46046,6,7674
2024-10-24,ファッション,105975,21,5046
2024-10-24,食品,91176,15,6078
2024-10-24,家電,82180,21,3913
2024-10-24,美容・コスメ,68120,10,6812
2024-10-24,日用品,47542,7,6791
2024-10-25,ファッション,130715,35,3734
2024-10-25,食品,101150,17,5950
2024-10-25,家電,74770,15,4984
2024-10-25,美容・コスメ,71536,12,5961
2024-10-25,日用品,34557,6,5759
2024-10-26,ファッション,206994,29,7137
2024-10-26,食品,119212,15,7947
2024-10-26,家電,77195,15,5146
2024-10-26,美容・コスメ,92627,12,7718
2024-10-26,日用品,66463,9,7384
2024-10-27,ファッション,135135,18,7507
2024-10-27,食品,106727,27,3952
2024-10-27,家電,75672,14,5405
2024-10-27,美容・コスメ,63590,13,4891
2024-10-27,日用品,46703,10,4670
2024-10-28,ファッション,143985,27,5332
2024-10-28,食品,83538,12,6961
2024-10-28,家電,85291,12,7107
2024-10-28,美容・コスメ,51704,7,7386
2024-10-28,日用品,36394,9,4043
2024-10-29,ファッション,125217,17,7365
2024-10-29,食品,77998,23,3391
2024-10-29,家電,53752,7,7678
2024-10-29,美容・コスメ,62115,14,4436
2024-10-29,日用品,47526,8,5940
2024-10-30,ファッション,150870,36,4190
2024-10-30,食品,112115,24,4671
2024-10-30,家電,77037,25,3081
2024-10-30,美容・コスメ,53106,11,4827
2024-10-30,日用品,47200,14,3371
2024-10-31,ファッション,162022,39,4154
2024-10-31,食品,101772,14,7269
2024-10-31,家電,71561,10,7156
2024-10-31,美容・コスメ,63084,13,4852
2024-10-31,日用品,54524,12,4543
2024-11-01,ファッション,172675,25,6907
2024-11-01,食品,102382,22,4653
2024-11-01,家電,80780,11,7343
2024-11-01,美容・コスメ,86798,15,5786
2024-11-01,日用品,60547,8,7568
2024-11-02,ファッション,163425,39,4190
2024-11-02,食品,161508,22,7341
2024-11-02,家電,130698,25,5227
2024-11-02,美容・コスメ,67598,13,5199
2024-11-02,日用品,60166,13,4628
2024-11-03,ファッション,250448,74,3384
2024-11-03,食品,171728,33,5203
2024-11-03,家電,113844,33,3449
2024-11-03,美容・コスメ,80946,23,3519
2024-11-03,日用品,91632,13,7048
2024-11-04,ファッション,161589,39,4143
2024-11-04,食品,139112,29,4796
2024-11-04,家電,65957,11,5996
2024-11-04,美容・コスメ,87372,28,3120
2024-11-04,日用品,46526,6,7754
2024-11-05,ファッション,132919,37,3592
2024-11-05,食品,115049,15,7669
2024-11-05,家電,81662,10,8166
2024-11-05,美容・コスメ,76417,22,3473
2024-11-05,日用品,71522,14,5108
2024-11-06,ファッション,144476,24,6019
2024-11-06,食品,97437,28,3479
2024-11-06,家電,58030,11,5275
2024-11-06,美容・コスメ,82946,14,5924
2024-11-06,日用品,71733,16,4483
2024-11-07,ファッション,143786,37,3886
2024-11-07,食品,88147,19,4639
2024-11-07,家電,97348,12,8112
2024-11-07,美容・コスメ,88668,21,4222
2024-11-07,日用品,67828,14,4844
2024-11-08,ファッション,127131,17,7478
2024-11-08,食品,119415,31,3852
2024-11-08,家電,79314,17,4665
2024-11-08,美容・コスメ,78803,14,5628
2024-11-08,日用品,71404,21,3400
2024-11-09,ファッション,196552,36,5459
2024-11-09,食品,143789,31,4638
2024-11-09,家電,122445,16,7652
2024-11-09,美容・コスメ,113311,16,7081
2024-11-09,日用品,86854,15,5790
2024-11-10,ファッション,257374,56,4595
2024-11-10,食品,134777,29,4647
2024-11-10,家電,105533,23,4588
2024-11-10,美容・コスメ,114543,25,4581
2024-11-10,日用品,54453,9,6050
2024-11-11,ファッション,121593,34,3576
2024-11-11,食品,91812,17,5400
2024-11-11,家電,79483,11,7225
2024-11-11,美容・コスメ,78914,15,5260
2024-11-11,日用品,49692,10,4969
2024-11-12,ファッション,192824,59,3268
2024-11-12,食品,78129,11,7102
2024-11-12,家電,81664,22,3712
2024-11-12,美容・コスメ,58052,7,8293
2024-11-12,日用品,67106,10,6710
2024-11-13,ファッション,163833,29,5649
2024-11-13,食品,141880,18,7882
2024-11-13,家電,68654,9,7628
2024-11-13,美容・コスメ,56465,13,4343
2024-11-13,日用品,61032,12,5086
2024-11-14,ファッション,208478,60,3474
2024-11-14,食品,111163,14,7940
2024-11-14,家電,102876,27,3810
2024-11-14,美容・コスメ,63478,10,6347
2024-11-14,日用品,43919,5,8783
2024-11-15,ファッション,206809,53,3902
2024-11-15,食品,85305,24,3554
2024-11-15,家電,103141,25,4125
2024-11-15,美容・コスメ,65534,12,5461
2024-11-15,日用品,58479,17,3439
2024-11-16,ファッション,179985,23,7825
2024-11-16,食品,178689,25,7147
2024-11-16,家電,76601,16,4787
2024-11-16,美容・コスメ,96586,22,4390
2024-11-16,日用品,89395,14,6385
2024-11-17,ファッション,159984,21,7618
2024-11-17,食品,182939,53,3451
2024-11-17,家電,109729,24,4572
2024-11-17,美容・コスメ,83932,21,3996
2024-11-17,日用品,75121,9,8346
2024-11-18,ファッション,165905,48,3456
2024-11-18,食品,118348,25,4733
2024-11-18,家電,100482,19,5288
2024-11-18,美容・コスメ,56283,14,4020
2024-11-18,日用品,64101,14,4578
2024-11-19,ファッション,192152,47,4088
2024-11-19,食品,98588,18,5477
2024-11-19,家電,104817,13,8062
2024-11-19,美容・コスメ,56864,11,5169
2024-11-19,日用品,43588,7,6226
2024-11-20,ファッション,161683,21,7699
2024-11-20,食品,138883,28,4960
2024-11-20,家電,82389,11,7489
2024-11-20,美容・コスメ,81697,27,3025
2024-11-20,日用品,49240,9,5471
2024-11-21,ファッション,138744,34,4080
2024-11-21,食品,79782,12,6648
2024-11-21,家電,71001,21,3381
2024-11-21,美容・コスメ,57862,8,7232
2024-11-21,日用品,66841,12,5570
2024-11-22,ファッション,157260,19,8276
2024-11-22,食品,90565,22,4116
2024-11-22,家電,72459,18,4025
2024-11-22,美容・コスメ,64005,8,8000
2024-11-22,日用品,59020,11,5365
2024-11-23,ファッション,271391,83,3269
2024-11-23,食品,118571,20,5928
2024-11-23,家電,115102,35,3288
2024-11-23,美容・コスメ,84481,13,6498
2024-11-23,日用品,80288,12,6690
2024-11-24,ファッション,192102,55,3492
2024-11-24,食品,137243,37,3709
2024-11-24,家電,136549,25,5461
2024-11-24,美容・コスメ,79864,11,7260
2024-11-24,日用品,71671,15,4778
2024-11-25,ファッション,196597,26,7561
2024-11-25,食品,121860,37,3293
2024-11-25,家電,86094,12,7174
2024-11-25,美容・コスメ,53951,13,4150
2024-11-25,日用品,67868,21,3231
2024-11-26,ファッション,190710,35,5448
2024-11-26,食品,106874,35,3053
2024-11-26,家電,98667,20,4933
2024-11-26,美容・コスメ,70687,11,6426
2024-11-26,日用品,61911,7,8844
2024-11-27,ファッション,168713,33,5112
2024-11-27,食品,140453,22,6384
2024-11-27,家電,72772,20,3638
2024-11-27,美容・コスメ,83181,17,4893
2024-11-27,日用品,60514,11,5501
2024-11-28,ファッション,135685,22,6167
2024-11-28,食品,81299,16,5081
2024-11-28,家電,85115,16,5319
2024-11-28,美容・コスメ,79295,11,7208
2024-11-28,日用品,64183,20,3209
2024-11-29,ファッション,135208,23,5878
2024-11-29,食品,139202,19,7326
2024-11-29,家電,99817,22,4537
2024-11-29,美容・コスメ,66079,12,5506
2024-11-29,日用品,43852,13,3373
2024-11-30,ファッション,273005,64,4265
2024-11-30,食品,121126,35,3460
2024-11-30,家電,135314,22,6150
2024-11-30,美容・コスメ,98689,13,7591
2024-11-30,日用品,65113,10,6511
2024-12-01,ファッション,181658,46,3949
2024-12-01,食品,200718,29,6921
2024-12-01,家電,114326,23,4970
2024-12-01,美容・コスメ,106756,35,3050
2024-12-01,日用品,70722,17,4160
2024-12-02,ファッション,164275,23,7142
2024-12-02,食品,111773,28,3991
2024-12-02,家電,96847,13,7449
2024-12-02,美容・コスメ,68007,20,3400
2024-12-02,日用品,58851,8,7356
2024-12-03,ファッション,199076,28,7109
2024-12-03,食品,164317,23,7144
2024-12-03,家電,102616,18,5700
2024-12-03,美容・コスメ,58285,7,8326
2024-12-03,日用品,59897,15,3993
2024-12-04,ファッション,212524,48,4427
2024-12-04,食品,135428,22,6155
2024-12-04,家電,93454,13,7188
2024-12-04,美容・コスメ,69147,13,5319
2024-12-04,日用品,65856,10,6585
2024-12-05,ファッション,226118,45,5024
2024-12-05,食品,140086,37,3786
2024-12-05,家電,121676,24,5069
2024-12-05,美容・コスメ,91585,29,3158
2024-12-05,日用品,53008,9,5889
2024-12-06,ファッション,237047,42,5643
2024-12-06,食品,162020,29,5586
2024-12-06,家電,96046,26,3694
2024-12-06,美容・コスメ,95118,22,4323
2024-12-06,日用品,79841,10,7984
2024-12-07,ファッション,317965,56,5677
2024-12-07,食品,185231,26,7124
2024-12-07,家電,97777,16,6111
2024-12-07,美容・コスメ,75408,13,5800
2024-12-07,日用品,66382,16,4148
2024-12-08,ファッション,230823,44,5245
2024-12-08,食品,179814,53,3392
2024-12-08,家電,125858,32,3933
2024-12-08,美容・コスメ,109294,17,6429
2024-12-08,日用品,86568,12,7214
2024-12-09,ファッション,174143,25,6965
2024-12-09,食品,123604,22,5618
2024-12-09,家電,105183,34,3093
2024-12-09,美容・コスメ,87937,14,6281
2024-12-09,日用品,57052,16,3565
2024-12-10,ファッション,145781,19,7672
2024-12-10,食品,143427,39,3677
2024-12-10,家電,88295,14,6306
2024-12-10,美容・コスメ,96708,30,3223
2024-12-10,日用品,54223,7,7746
2024-12-11,ファッション,136302,34,4008
2024-12-11,食品,164273,27,6084
2024-12-11,家電,82786,24,3449
2024-12-11,美容・コスメ,57711,13,4439
2024-12-11,日用品,79140,15,5276
2024-12-12,ファッション,218741,28,7812
2024-12-12,食品,121693,30,4056
2024-12-12,家電,97592,12,8132
2024-12-12,美容・コスメ,95201,28,3400
2024-12-12,日用品,71841,12,5986
2024-12-13,ファッション,240433,66,3642
2024-12-13,食品,131430,17,7731
2024-12-13,家電,91384,16,5711
